order_id,customer_id,order_date,order_value,category,payment_method,delivery_confirmed,new_device,is_returned,return_date,return_reason,days_to_return,is_chargeback,chargeback_reason
ORD00285,CUST0067,2026-06-13,485.34,Beauty,UPI,0,0,0,,,,1,Duplicate charge
ORD00286,CUST0068,2026-08-27,51316.14,Electronics,UPI,0,1,1,2026-09-16,Size issue,20,0,
ORD00287,CUST0068,2026-07-13,6794.87,Electronics,Wallet,1,0,1,2026-08-06,Not as described,24,0,
ORD00288,CUST0068,2026-07-16,8860.16,Fashion,Card,0,0,1,2026-08-11,Damaged item,26,0,
ORD00289,CUST0068,2026-06-08,21235.25,Electronics,Card,1,0,0,,,,0,
ORD00290,CUST0068,2026-07-19,4045.6,Home & Kitchen,NetBanking,1,0,1,2026-08-11,Wrong item sent,23,0,
ORD00291,CUST0068,2026-06-29,40622.12,Electronics,Wallet,0,0,0,,,,0,
ORD00292,CUST0068,2026-06-21,22442.74,Electronics,UPI,1,0,0,,,,0,
ORD00293,CUST0068,2026-07-20,7507.57,Home & Kitchen,Card,0,0,0,,,,0,
ORD00294,CUST0069,2026-06-04,7601.45,Home & Kitchen,Card,1,0,0,,,,0,
ORD00295,CUST0069,2026-08-09,1734.23,Home & Kitchen,UPI,0,0,0,,,,0,
ORD00296,CUST0069,2026-06-01,7376.01,Home & Kitchen,Card,1,0,0,,,,0,
ORD00297,CUST0069,2026-07-12,3920.34,Electronics,Card,1,0,0,,,,0,
ORD00298,CUST0069,2026-06-10,5754.49,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00299,CUST0070,2026-07-26,2017.7,Beauty,NetBanking,1,0,0,,,,0,
ORD00300,CUST0070,2026-07-10,1367.85,Home & Kitchen,Wallet,1,0,0,,,,0,
ORD00301,CUST0070,2026-06-24,897.81,Grocery,Card,1,0,0,,,,0,
ORD00302,CUST0070,2026-07-13,12995.83,Electronics,Card,1,0,0,,,,0,
ORD00303,CUST0070,2026-08-25,3794.39,Home & Kitchen,Card,1,0,0,,,,0,
ORD00304,CUST0070,2026-06-01,19209.36,Electronics,Card,1,0,0,,,,0,
ORD00305,CUST0071,2026-07-19,37809.89,Electronics,Card,1,0,1,2026-07-21,Changed mind,2,0,
ORD00306,CUST0071,2026-06-03,2384.57,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00307,CUST0071,2026-08-10,17193.92,Electronics,Wallet,1,0,0,,,,0,
ORD00308,CUST0071,2026-08-17,639.89,Beauty,Card,1,0,0,,,,0,
ORD00309,CUST0071,2026-08-09,5420.54,Home & Kitchen,UPI,1,1,0,,,,0,
ORD00310,CUST0072,2026-06-07,429.0,Home & Kitchen,Wallet,1,0,1,2026-06-11,Better price found,4,0,
ORD00311,CUST0072,2026-07-08,22889.97,Electronics,Wallet,1,0,0,,,,0,
ORD00312,CUST0073,2026-08-09,717.67,Beauty,NetBanking,1,0,1,2026-08-18,Damaged item,9,0,
ORD00313,CUST0073,2026-07-04,5103.93,Fashion,Card,1,0,0,,,,0,
ORD00314,CUST0073,2026-07-15,1122.87,Grocery,Card,1,0,0,,,,0,
ORD00315,CUST0073,2026-07-24,1764.61,Grocery,Card,1,0,1,2026-07-26,Wrong item sent,2,0,
ORD00316,CUST0073,2026-08-13,2031.06,Grocery,Card,1,0,0,,,,0,
ORD00317,CUST0073,2026-06-22,4946.53,Fashion,Wallet,1,1,0,,,,0,
ORD00318,CUST0074,2026-06-19,756.03,Grocery,UPI,1,1,0,,,,0,
ORD00319,CUST0074,2026-07-06,1226.67,Grocery,Wallet,1,0,0,,,,0,
ORD00320,CUST0074,2026-08-14,41846.98,Electronics,UPI,1,0,0,,,,0,
ORD00321,CUST0074,2026-07-23,3311.13,Home & Kitchen,Wallet,1,1,0,,,,0,
ORD00322,CUST0074,2026-08-17,308.59,Beauty,NetBanking,1,0,1,2026-08-26,Changed mind,9,0,
ORD00323,CUST0074,2026-07-18,17190.38,Electronics,NetBanking,1,0,0,,,,0,
ORD00324,CUST0075,2026-06-30,2152.64,Fashion,NetBanking,1,0,0,,,,0,
ORD00325,CUST0076,2026-07-27,9054.31,Fashion,NetBanking,1,0,1,2026-08-16,Size issue,20,0,
ORD00326,CUST0076,2026-07-10,1097.96,Grocery,UPI,1,1,0,,,,0,
ORD00327,CUST0076,2026-06-08,1058.47,Fashion,NetBanking,0,0,1,2026-07-06,Size issue,28,0,
ORD00328,CUST0076,2026-08-27,21219.76,Electronics,Wallet,1,0,1,2026-09-16,Changed mind,20,0,
ORD00329,CUST0076,2026-08-28,21172.22,Electronics,Card,1,0,1,2026-09-25,Not as described,28,0,
ORD00330,CUST0076,2026-07-05,1637.19,Beauty,UPI,1,0,1,2026-07-25,Wrong item sent,20,0,
ORD00331,CUST0077,2026-06-29,5023.41,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00332,CUST0078,2026-06-28,1046.01,Beauty,UPI,1,1,0,,,,0,
ORD00333,CUST0078,2026-07-18,1671.25,Grocery,UPI,1,0,1,2026-08-09,Better price found,22,0,
ORD00334,CUST0078,2026-07-12,2384.72,Home & Kitchen,NetBanking,1,1,1,2026-08-02,Size issue,21,0,
ORD00335,CUST0078,2026-08-16,2049.48,Beauty,Wallet,1,0,1,2026-09-09,Damaged item,24,0,
ORD00336,CUST0078,2026-07-20,27487.0,Electronics,NetBanking,1,0,1,2026-08-15,Better price found,26,0,
ORD00337,CUST0078,2026-07-31,4255.59,Home & Kitchen,Card,1,1,1,2026-08-29,Changed mind,29,0,
ORD00338,CUST0078,2026-08-11,5708.08,Fashion,Card,1,0,0,,,,0,
ORD00339,CUST0079,2026-07-18,4850.34,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00340,CUST0079,2026-08-19,22833.23,Electronics,UPI,1,0,0,,,,0,
ORD00341,CUST0079,2026-06-07,1255.51,Fashion,Wallet,1,0,0,,,,0,
ORD00342,CUST0080,2026-07-11,4784.18,Fashion,Card,1,0,1,2026-07-20,Changed mind,9,0,
ORD00343,CUST0080,2026-06-27,3669.53,Fashion,UPI,1,0,0,,,,0,
ORD00344,CUST0081,2026-08-01,213.07,Beauty,NetBanking,1,0,0,,,,0,
ORD00345,CUST0081,2026-08-07,598.54,Fashion,Card,0,0,0,,,,0,
ORD00346,CUST0081,2026-06-14,1609.34,Beauty,UPI,1,0,0,,,,0,
ORD00347,CUST0081,2026-08-06,1381.68,Grocery,Card,1,0,0,,,,0,
ORD00348,CUST0082,2026-06-22,253.55,Beauty,Card,1,0,1,2026-07-02,Not as described,10,0,
ORD00349,CUST0082,2026-06-16,5804.44,Home & Kitchen,Wallet,1,0,0,,,,0,
ORD00350,CUST0083,2026-08-16,30802.74,Electronics,UPI,1,1,0,,,,0,
ORD00351,CUST0084,2026-08-10,4005.41,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00352,CUST0085,2026-08-19,3465.92,Grocery,UPI,1,1,0,,,,0,
ORD00353,CUST0085,2026-08-17,4778.77,Fashion,NetBanking,1,0,1,2026-09-04,Wrong item sent,18,0,
ORD00354,CUST0085,2026-08-03,6274.07,Fashion,UPI,0,0,0,,,,0,
ORD00355,CUST0085,2026-06-20,64564.61,Electronics,Card,1,0,0,,,,0,
ORD00356,CUST0085,2026-06-07,37153.49,Electronics,NetBanking,1,0,1,2026-07-06,Size issue,29,0,
ORD00357,CUST0085,2026-06-13,5971.27,Electronics,Wallet,1,0,1,2026-07-12,Size issue,29,0,
ORD00358,CUST0085,2026-07-18,3532.4,Home & Kitchen,Wallet,1,0,1,2026-08-11,Better price found,24,0,
ORD00359,CUST0086,2026-06-15,4328.93,Fashion,Card,0,0,0,,,,0,
ORD00360,CUST0086,2026-08-12,707.53,Beauty,NetBanking,1,0,0,,,,0,
ORD00361,CUST0087,2026-06-17,2777.11,Beauty,Wallet,1,0,1,2026-06-24,Size issue,7,0,
ORD00362,CUST0087,2026-08-30,1953.69,Grocery,Card,1,0,0,,,,0,
ORD00363,CUST0087,2026-08-06,373.82,Grocery,Card,1,0,0,,,,0,
ORD00364,CUST0087,2026-06-20,2246.35,Grocery,UPI,1,0,0,,,,0,
ORD00365,CUST0087,2026-08-03,911.76,Fashion,Card,1,0,0,,,,0,
ORD00366,CUST0087,2026-08-10,1329.18,Beauty,Wallet,1,0,0,,,,0,
ORD00367,CUST0088,2026-07-28,1302.17,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00368,CUST0088,2026-06-01,36254.9,Electronics,NetBanking,1,0,0,,,,0,
ORD00369,CUST0088,2026-07-29,3161.4,Home & Kitchen,Card,0,0,0,,,,0,
ORD00370,CUST0088,2026-08-16,2206.64,Beauty,Wallet,1,0,0,,,,0,
ORD00371,CUST0089,2026-07-16,6270.75,Home & Kitchen,Wallet,1,1,0,,,,0,
ORD00372,CUST0089,2026-06-14,9838.62,Home & Kitchen,Wallet,1,0,1,2026-07-07,Size issue,23,0,
ORD00373,CUST0089,2026-07-24,41918.31,Electronics,Wallet,1,0,1,2026-08-19,Not as described,26,0,
ORD00374,CUST0089,2026-08-03,49406.03,Electronics,Wallet,1,0,0,,,,0,
ORD00375,CUST0089,2026-08-28,558.08,Grocery,NetBanking,0,0,1,2026-09-24,Better price found,27,0,
ORD00376,CUST0089,2026-07-02,5155.99,Home & Kitchen,Card,1,0,0,,,,0,
ORD00377,CUST0089,2026-07-09,2172.66,Grocery,Card,1,1,1,2026-07-31,Better price found,22,0,
ORD00378,CUST0089,2026-07-15,5897.35,Fashion,NetBanking,1,0,0,,,,0,
ORD00379,CUST0090,2026-08-13,2087.88,Beauty,NetBanking,1,0,0,,,,1,Item not received
ORD00380,CUST0090,2026-06-04,606.91,Beauty,Card,1,0,0,,,,0,
ORD00381,CUST0090,2026-08-27,1512.86,Home & Kitchen,NetBanking,0,0,0,,,,0,
ORD00382,CUST0090,2026-07-28,28876.57,Electronics,Card,1,0,0,,,,0,
ORD00383,CUST0090,2026-08-29,5666.31,Home & Kitchen,Wallet,0,0,0,,,,0,
ORD00384,CUST0091,2026-08-10,3544.54,Electronics,Wallet,1,0,0,,,,0,
ORD00385,CUST0091,2026-08-22,6138.82,Home & Kitchen,Card,1,0,0,,,,0,
ORD00386,CUST0091,2026-06-23,10853.02,Electronics,UPI,1,0,0,,,,0,
ORD00387,CUST0091,2026-06-17,3711.92,Fashion,NetBanking,1,0,0,,,,1,Not as described
ORD00388,CUST0092,2026-06-07,2131.38,Grocery,NetBanking,1,1,0,,,,0,
ORD00389,CUST0092,2026-06-24,310.21,Grocery,Wallet,1,0,0,,,,0,
ORD00390,CUST0092,2026-06-28,2916.11,Home & Kitchen,Wallet,1,0,0,,,,0,
ORD00391,CUST0092,2026-06-02,31095.42,Electronics,Card,1,0,0,,,,0,
ORD00392,CUST0092,2026-06-15,918.45,Beauty,UPI,1,0,0,,,,0,
ORD00393,CUST0093,2026-07-28,322.78,Beauty,Card,1,0,1,2026-07-31,Not as described,3,0,
ORD00394,CUST0093,2026-08-08,167.23,Grocery,Card,0,0,0,,,,1,Duplicate charge
ORD00395,CUST0093,2026-08-22,34369.41,Electronics,Wallet,1,0,1,2026-08-25,Size issue,3,0,
ORD00396,CUST0093,2026-06-23,4641.44,Home & Kitchen,Card,1,0,0,,,,0,
ORD00397,CUST0093,2026-07-22,1085.93,Beauty,UPI,1,0,0,,,,0,
ORD00398,CUST0094,2026-08-14,32437.05,Electronics,UPI,0,0,0,,,,0,
ORD00399,CUST0094,2026-07-07,1267.96,Beauty,UPI,1,0,0,,,,0,
ORD00400,CUST0094,2026-07-21,843.2,Grocery,NetBanking,1,0,0,,,,0,
ORD00401,CUST0094,2026-08-22,7676.18,Home & Kitchen,Card,0,0,1,2026-08-30,Wrong item sent,8,0,
ORD00402,CUST0094,2026-08-10,15797.03,Electronics,NetBanking,1,0,0,,,,0,
ORD00403,CUST0094,2026-06-19,1511.96,Fashion,NetBanking,1,0,0,,,,0,
ORD00404,CUST0095,2026-06-07,1233.97,Grocery,NetBanking,1,0,1,2026-06-13,Better price found,6,0,
ORD00405,CUST0095,2026-08-14,2864.31,Beauty,Card,1,0,0,,,,0,
ORD00406,CUST0095,2026-07-11,1461.81,Beauty,NetBanking,1,0,1,2026-07-23,Changed mind,12,0,
ORD00407,CUST0095,2026-07-11,672.19,Beauty,Card,1,0,0,,,,0,
ORD00408,CUST0095,2026-07-17,4237.69,Fashion,Wallet,1,0,0,,,,0,
ORD00409,CUST0095,2026-08-10,10382.35,Electronics,NetBanking,1,0,1,2026-08-21,Not as described,11,0,
ORD00410,CUST0095,2026-07-04,33551.87,Electronics,UPI,1,0,0,,,,0,
ORD00411,CUST0095,2026-06-28,26166.95,Electronics,Wallet,1,0,1,2026-07-07,Not as described,9,0,
ORD00412,CUST0096,2026-07-08,3055.86,Fashion,Wallet,1,0,1,2026-07-13,Wrong item sent,5,0,
ORD00413,CUST0096,2026-08-27,4664.63,Fashion,Card,1,0,0,,,,0,
ORD00414,CUST0096,2026-06-19,2829.69,Beauty,Wallet,0,0,0,,,,0,
ORD00415,CUST0096,2026-08-25,3348.37,Fashion,Wallet,1,0,0,,,,0,
ORD00416,CUST0096,2026-08-23,1184.51,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00417,CUST0097,2026-07-19,1222.83,Beauty,UPI,1,0,0,,,,0,
ORD00418,CUST0097,2026-08-06,1188.11,Beauty,Wallet,1,0,0,,,,1,Unauthorized transaction
ORD00419,CUST0097,2026-07-27,1764.95,Fashion,NetBanking,1,0,1,2026-08-04,Wrong item sent,8,0,
ORD00420,CUST0098,2026-06-16,2780.38,Fashion,UPI,1,0,0,,,,0,
ORD00421,CUST0098,2026-06-21,262.85,Beauty,Card,0,0,0,,,,0,
ORD00422,CUST0098,2026-06-19,9986.34,Electronics,Wallet,1,0,0,,,,1,Not as described
ORD00423,CUST0098,2026-06-11,2970.62,Fashion,Wallet,1,0,0,,,,0,
ORD00424,CUST0098,2026-08-14,3927.66,Fashion,Card,1,0,0,,,,0,
ORD00425,CUST0098,2026-08-15,12652.18,Electronics,UPI,1,1,0,,,,0,
ORD00426,CUST0098,2026-08-27,2514.24,Beauty,Card,1,0,0,,,,1,Item not received
ORD00427,CUST0099,2026-08-01,5460.92,Fashion,UPI,1,0,0,,,,0,
ORD00428,CUST0100,2026-07-24,7048.66,Home & Kitchen,Wallet,1,0,0,,,,0,
ORD00429,CUST0100,2026-07-19,4876.77,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00430,CUST0100,2026-06-11,4947.02,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00431,CUST0100,2026-08-13,426.9,Grocery,Card,0,0,0,,,,0,
ORD00432,CUST0100,2026-06-20,2024.41,Beauty,Wallet,1,0,0,,,,0,
ORD00433,CUST0101,2026-06-27,1745.89,Beauty,Card,1,0,0,,,,0,
ORD00434,CUST0101,2026-07-10,959.24,Grocery,Card,1,0,0,,,,0,
ORD00435,CUST0101,2026-07-28,1051.53,Fashion,NetBanking,1,0,0,,,,0,
ORD00436,CUST0101,2026-06-07,2640.07,Fashion,UPI,1,0,0,,,,0,
ORD00437,CUST0102,2026-06-09,2085.45,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00438,CUST0103,2026-08-06,5808.2,Home & Kitchen,Card,1,0,0,,,,0,
ORD00439,CUST0103,2026-08-24,822.12,Grocery,Card,0,0,0,,,,0,
ORD00440,CUST0103,2026-08-23,43977.13,Electronics,NetBanking,1,0,0,,,,0,
ORD00441,CUST0103,2026-08-15,3347.58,Fashion,UPI,1,0,0,,,,0,
ORD00442,CUST0103,2026-08-11,968.02,Grocery,NetBanking,1,0,0,,,,0,
ORD00443,CUST0103,2026-07-22,160.93,Grocery,UPI,1,0,0,,,,0,
ORD00444,CUST0104,2026-08-05,7058.46,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00445,CUST0105,2026-07-14,2108.47,Beauty,UPI,1,0,0,,,,0,
ORD00446,CUST0105,2026-06-29,4900.89,Fashion,NetBanking,1,0,1,2026-07-05,Not as described,6,0,
ORD00447,CUST0106,2026-06-12,2086.35,Beauty,UPI,1,0,0,,,,0,
ORD00448,CUST0106,2026-06-28,782.33,Grocery,Card,1,0,0,,,,0,
ORD00449,CUST0106,2026-07-04,1760.64,Fashion,NetBanking,1,0,0,,,,0,
ORD00450,CUST0107,2026-08-24,1918.72,Beauty,UPI,1,0,0,,,,0,
ORD00451,CUST0107,2026-08-13,4130.12,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00452,CUST0107,2026-08-07,1539.3,Beauty,NetBanking,1,0,0,,,,0,
ORD00453,CUST0107,2026-06-16,1231.17,Grocery,UPI,1,0,0,,,,0,
ORD00454,CUST0107,2026-07-17,2175.33,Grocery,NetBanking,1,0,0,,,,0,
ORD00455,CUST0107,2026-07-17,3243.24,Fashion,NetBanking,1,0,0,,,,0,
ORD00456,CUST0108,2026-06-17,1762.13,Grocery,NetBanking,1,0,0,,,,0,
ORD00457,CUST0108,2026-06-26,4900.21,Fashion,Wallet,1,0,1,2026-07-06,Not as described,10,0,
ORD00458,CUST0108,2026-08-20,1404.86,Grocery,Wallet,1,0,0,,,,0,
ORD00459,CUST0108,2026-07-21,32002.81,Electronics,NetBanking,0,0,0,,,,0,
ORD00460,CUST0108,2026-07-13,3143.31,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00461,CUST0108,2026-08-26,617.55,Grocery,Card,1,0,0,,,,0,
ORD00462,CUST0109,2026-08-02,2690.97,Beauty,NetBanking,1,0,0,,,,0,
ORD00463,CUST0109,2026-08-21,3605.81,Home & Kitchen,Wallet,1,0,1,2026-08-26,Changed mind,5,0,
ORD00464,CUST0109,2026-06-30,2808.27,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00465,CUST0109,2026-07-17,1374.2,Grocery,Card,1,0,1,2026-07-31,Not as described,14,0,
ORD00466,CUST0109,2026-08-24,7547.32,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00467,CUST0109,2026-07-31,276.49,Grocery,UPI,1,0,0,,,,0,
ORD00468,CUST0110,2026-07-10,3234.86,Fashion,Card,0,1,0,,,,0,
ORD00469,CUST0110,2026-07-12,1508.14,Beauty,Wallet,1,1,0,,,,0,
ORD00470,CUST0110,2026-08-15,1222.88,Grocery,Wallet,1,0,1,2026-09-06,Changed mind,22,0,
ORD00471,CUST0110,2026-08-01,1036.23,Grocery,Card,1,0,1,2026-08-21,Changed mind,20,0,
ORD00472,CUST0110,2026-07-07,1698.28,Beauty,Wallet,1,1,0,,,,0,
ORD00473,CUST0110,2026-08-16,4882.22,Fashion,Wallet,0,0,1,2026-09-14,Better price found,29,0,
ORD00474,CUST0110,2026-07-20,1420.87,Beauty,NetBanking,1,1,0,,,,0,
ORD00475,CUST0110,2026-07-23,7805.34,Fashion,Wallet,1,1,1,2026-08-13,Changed mind,21,0,
ORD00476,CUST0110,2026-06-03,772.98,Fashion,UPI,0,1,1,2026-06-28,Better price found,25,0,
ORD00477,CUST0111,2026-06-30,9328.72,Electronics,NetBanking,1,0,0,,,,0,
ORD00478,CUST0111,2026-07-18,2151.42,Beauty,UPI,0,0,0,,,,1,Duplicate charge
ORD00479,CUST0112,2026-08-09,708.49,Beauty,NetBanking,1,0,0,,,,0,
ORD00480,CUST0113,2026-07-02,2359.43,Beauty,UPI,1,0,0,,,,0,
ORD00481,CUST0113,2026-08-25,3100.54,Fashion,NetBanking,1,0,0,,,,0,
ORD00482,CUST0113,2026-08-10,437.03,Grocery,NetBanking,1,0,0,,,,0,
ORD00483,CUST0113,2026-06-28,12910.57,Electronics,UPI,1,0,0,,,,0,
ORD00484,CUST0113,2026-07-02,43691.07,Electronics,Wallet,1,0,0,,,,0,
ORD00485,CUST0113,2026-07-02,3249.56,Fashion,NetBanking,1,0,0,,,,0,
ORD00486,CUST0114,2026-07-16,4357.3,Fashion,Card,1,0,0,,,,0,
ORD00487,CUST0115,2026-07-15,2252.93,Beauty,Wallet,0,0,0,,,,0,
ORD00488,CUST0115,2026-08-02,1765.27,Beauty,Wallet,1,0,0,,,,0,
ORD00489,CUST0115,2026-07-30,6994.23,Home & Kitchen,Card,1,1,0,,,,0,
ORD00490,CUST0115,2026-07-04,1012.71,Grocery,Wallet,0,0,0,,,,0,
ORD00491,CUST0115,2026-07-17,711.15,Grocery,Wallet,1,0,0,,,,0,
ORD00492,CUST0115,2026-06-20,815.35,Grocery,NetBanking,1,0,0,,,,0,
ORD00493,CUST0116,2026-06-23,15727.61,Electronics,Wallet,1,0,1,2026-07-22,Wrong item sent,29,0,
ORD00494,CUST0116,2026-07-03,18386.87,Electronics,Card,0,0,0,,,,0,
ORD00495,CUST0116,2026-07-30,18158.89,Electronics,NetBanking,1,0,1,2026-08-26,Changed mind,27,0,
ORD00496,CUST0116,2026-08-07,33840.61,Electronics,Card,0,0,1,2026-09-05,Not as described,29,0,
ORD00497,CUST0116,2026-08-08,730.49,Beauty,Card,1,0,1,2026-09-06,Size issue,29,0,
ORD00498,CUST0117,2026-08-21,991.21,Grocery,Wallet,1,0,1,2026-08-26,Wrong item sent,5,0,
ORD00499,CUST0117,2026-07-22,943.16,Grocery,Wallet,1,0,0,,,,0,
ORD00500,CUST0117,2026-07-12,3533.81,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00501,CUST0117,2026-08-10,3136.06,Home & Kitchen,Wallet,1,1,1,2026-08-17,Wrong item sent,7,0,
ORD00502,CUST0117,2026-06-03,467.45,Grocery,UPI,1,0,1,2026-06-11,Size issue,8,0,
ORD00503,CUST0117,2026-08-28,7385.25,Home & Kitchen,Card,1,1,0,,,,0,
ORD00504,CUST0117,2026-07-04,7161.15,Home & Kitchen,NetBanking,1,0,1,2026-07-13,Wrong item sent,9,0,
ORD00505,CUST0117,2026-06-28,33390.38,Electronics,Card,1,0,0,,,,0,
ORD00506,CUST0118,2026-06-13,1659.3,Grocery,Wallet,0,1,1,2026-06-28,Changed mind,15,0,
ORD00507,CUST0118,2026-07-15,1366.26,Beauty,Card,1,0,0,,,,0,
ORD00508,CUST0118,2026-08-21,351.56,Beauty,NetBanking,1,0,1,2026-09-01,Better price found,11,0,
ORD00509,CUST0118,2026-06-29,777.86,Fashion,Wallet,1,0,0,,,,0,
ORD00510,CUST0118,2026-06-12,2875.65,Fashion,Card,1,0,1,2026-06-24,Better price found,12,0,
ORD00511,CUST0118,2026-06-07,1088.1,Grocery,Wallet,1,0,1,2026-06-12,Damaged item,5,0,
ORD00512,CUST0118,2026-08-11,3183.24,Fashion,Card,1,0,0,,,,0,
ORD00513,CUST0118,2026-07-02,14182.8,Electronics,UPI,1,0,0,,,,0,
ORD00514,CUST0119,2026-07-12,4913.47,Home & Kitchen,NetBanking,0,0,0,,,,0,
ORD00515,CUST0119,2026-07-27,492.67,Grocery,Card,0,0,0,,,,0,
ORD00516,CUST0120,2026-06-15,13208.03,Electronics,Card,1,0,0,,,,1,Item not received
ORD00517,CUST0121,2026-07-28,263.69,Beauty,Card,1,0,0,,,,0,
ORD00518,CUST0121,2026-08-01,1865.32,Grocery,UPI,1,0,0,,,,0,
ORD00519,CUST0121,2026-07-03,830.61,Fashion,NetBanking,1,1,0,,,,1,Duplicate charge
ORD00520,CUST0122,2026-07-05,6968.55,Home & Kitchen,Wallet,0,0,0,,,,0,
ORD00521,CUST0122,2026-06-13,4083.43,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00522,CUST0122,2026-06-03,13390.47,Electronics,NetBanking,1,0,0,,,,0,
ORD00523,CUST0122,2026-08-27,3100.87,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00524,CUST0122,2026-06-04,2380.42,Grocery,NetBanking,1,0,0,,,,0,
ORD00525,CUST0122,2026-07-19,2407.42,Grocery,Card,1,0,0,,,,0,
ORD00526,CUST0123,2026-08-17,3813.69,Home & Kitchen,Card,1,0,0,,,,0,
ORD00527,CUST0123,2026-06-18,5632.84,Home & Kitchen,Card,1,0,0,,,,0,
ORD00528,CUST0123,2026-08-23,2305.21,Grocery,UPI,1,0,0,,,,0,
ORD00529,CUST0124,2026-07-11,2891.35,Beauty,NetBanking,1,0,0,,,,0,
ORD00530,CUST0125,2026-08-18,777.13,Grocery,Card,1,0,0,,,,0,
ORD00531,CUST0126,2026-08-28,575.44,Beauty,Wallet,1,0,0,,,,0,
ORD00532,CUST0127,2026-07-31,1400.83,Fashion,Wallet,1,0,1,2026-08-07,Damaged item,7,0,
ORD00533,CUST0127,2026-06-29,4667.77,Fashion,Wallet,0,0,0,,,,0,
ORD00534,CUST0127,2026-07-29,2851.56,Fashion,Wallet,1,0,0,,,,0,
ORD00535,CUST0127,2026-08-13,1409.97,Grocery,UPI,1,0,0,,,,0,
ORD00536,CUST0127,2026-06-06,3352.86,Fashion,UPI,1,0,0,,,,0,
ORD00537,CUST0128,2026-06-25,3740.61,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00538,CUST0129,2026-08-28,2273.64,Grocery,Wallet,1,1,0,,,,0,
ORD00539,CUST0130,2026-08-29,467.97,Grocery,Wallet,1,1,0,,,,0,
ORD00540,CUST0130,2026-06-26,452.5,Beauty,Card,1,0,0,,,,0,
ORD00541,CUST0130,2026-07-28,1048.33,Home & Kitchen,Card,1,0,0,,,,0,
ORD00542,CUST0130,2026-07-13,2197.57,Grocery,Card,1,0,0,,,,0,
ORD00543,CUST0130,2026-07-24,2752.34,Home & Kitchen,Wallet,1,0,0,,,,0,
ORD00544,CUST0131,2026-06-01,1948.68,Grocery,Wallet,0,0,0,,,,1,Duplicate charge
ORD00545,CUST0131,2026-07-01,3738.74,Fashion,Wallet,1,0,0,,,,1,Not as described
ORD00546,CUST0132,2026-08-20,2077.29,Grocery,Card,1,0,0,,,,0,
ORD00547,CUST0132,2026-06-05,2119.33,Grocery,UPI,1,1,0,,,,0,
ORD00548,CUST0132,2026-08-26,5044.28,Home & Kitchen,Card,1,0,0,,,,0,
ORD00549,CUST0132,2026-06-05,35277.5,Electronics,Wallet,1,0,0,,,,0,
ORD00550,CUST0132,2026-06-09,3978.21,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00551,CUST0133,2026-08-18,7590.69,Electronics,UPI,1,0,0,,,,0,
ORD00552,CUST0133,2026-08-30,3645.61,Home & Kitchen,NetBanking,1,0,0,,,,0,
ORD00553,CUST0134,2026-08-18,1316.53,Grocery,Wallet,1,0,0,,,,0,
ORD00554,CUST0134,2026-08-30,7842.36,Home & Kitchen,UPI,0,0,0,,,,0,
ORD00555,CUST0135,2026-08-18,1359.32,Beauty,Card,1,1,1,2026-08-25,Changed mind,7,0,
ORD00556,CUST0135,2026-06-09,2682.16,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00557,CUST0135,2026-08-12,2406.27,Grocery,Card,1,0,0,,,,0,
ORD00558,CUST0136,2026-06-05,3148.23,Fashion,NetBanking,1,0,0,,,,0,
ORD00559,CUST0136,2026-06-08,853.46,Grocery,NetBanking,1,0,1,2026-06-20,Better price found,12,0,
ORD00560,CUST0136,2026-07-13,903.22,Home & Kitchen,UPI,1,0,0,,,,0,
ORD00561,CUST0136,2026-06-22,1573.37,Grocery,UPI,1,0,0,,,,0,
ORD00562,CUST0136,2026-07-11,14402.89,Electronics,Card,1,0,0,,,,0,
ORD00563,CUST0137,2026-06-23,26980.06,Electronics,UPI,0,0,0,,,,1,Not as described
ORD00564,CUST0137,2026-08-01,1616.79,Grocery,Card,0,1,1,2026-08-25,Better price found,24,0,
ORD00565,CUST0137,2026-08-06,3172.61,Electronics,UPI,1,0,0,,,,1,Not as described
ORD00566,CUST0137,2026-06-03,1932.46,Grocery,Card,1,1,1,2026-06-26,Damaged item,23,0,
ORD00567,CUST0137,2026-08-25,19944.81,Electronics,UPI,1,1,1,2026-09-17,Changed mind,23,0,
